"id","jurnal_id","user_id","parent_id","comment","like_count","userliked","is_publish","created_at","updated_at"
183758,104155,55067,,Terima kasih inspirasi menunya👍,0,,1,"2024-04-08 11:09:15","2024-04-08 11:09:15"
183762,104155,128096,,"Terimakasih , cuzz recook",0,,1,"2024-04-08 11:20:58","2024-04-08 11:20:58"
183774,104155,123568,,Soup Oyong sepertinya seger nih min,1,[115734],1,"2024-04-08 11:34:48","2024-04-08 12:11:35"
183790,104155,115734,,Mantab👍,1,[115734],1,"2024-04-08 12:11:31","2024-04-08 12:11:35"
183793,104155,115740,,Thanks tipsnya min,0,,1,"2024-04-08 12:20:57","2024-04-08 12:20:57"
183830,104155,134150,,👍👍👍👍,0,,1,"2024-04-08 12:56:34","2024-04-08 12:56:34"
183841,104155,21146,,Makasih min rekomendasi nya,1,[21146],1,"2024-04-08 13:07:30","2024-04-08 13:07:33"
183851,104155,134301,,Soup oyong,0,,1,"2024-04-08 13:32:24","2024-04-08 13:32:24"
183864,104155,128206,,pangsit ayam ala masako enak nih kayaknya,0,,1,"2024-04-08 13:38:53","2024-04-08 13:38:53"
183875,104155,117553,,Makasih ide ny umamin,0,,1,"2024-04-08 14:21:49","2024-04-08 14:21:49"
183876,104155,117553,,👍👍👍👍,0,,1,"2024-04-08 14:21:54","2024-04-08 14:21:54"
183877,104155,117553,,🙏🙏🙏🙏,0,,1,"2024-04-08 14:22:00","2024-04-08 14:22:00"
183890,104155,102986,,mantul bangettt,0,,1,"2024-04-08 14:52:32","2024-04-08 14:52:32"
183967,104155,122654,,Maksih umamin,0,,1,"2024-04-08 18:02:12","2024-04-08 18:02:12"
183968,104155,122654,,👍👍👍👍,0,,1,"2024-04-08 18:02:18","2024-04-08 18:02:18"
183970,104155,113958,,❤️❤️❤️,0,,1,"2024-04-08 18:02:38","2024-04-08 18:02:38"
184094,104155,70725,,Sayuran,1,[70725],1,"2024-04-08 19:53:25","2024-04-08 19:53:27"
184283,104155,46820,,ymmmy,0,,1,"2024-04-08 22:49:03","2024-04-08 22:49:03"
184289,104155,132732,,Resep rendang dong,0,,1,"2024-04-08 22:52:49","2024-04-08 22:52:49"
184447,104155,117698,,Jangan kalap semuanya dimakan hehe,0,,1,"2024-04-09 01:04:23","2024-04-09 01:04:23"
184475,104155,116531,,makasih infonya,0,,1,"2024-04-09 03:33:55","2024-04-09 03:33:55"
184488,104155,108043,,👍👍👍,0,,1,"2024-04-09 03:55:37","2024-04-09 03:55:37"
184522,104155,24531,,sangat bermanfaat tipsnya,0,,1,"2024-04-09 04:26:00","2024-04-09 04:26:00"
184594,104155,122654,,Mksih ide menu ny,0,,1,"2024-04-09 05:18:47","2024-04-09 05:18:47"
184595,104155,122654,,👍👍👍👍,0,,1,"2024-04-09 05:18:52","2024-04-09 05:18:52"
184596,104155,122654,,🙏🙏🙏🙏,0,,1,"2024-04-09 05:19:01","2024-04-09 05:19:01"
184688,104155,123568,,Pangsit Ayam enak nih min,0,,1,"2024-04-09 07:11:05","2024-04-09 07:11:05"
184819,104155,133573,,Mksh min,1,[133573],1,"2024-04-09 11:14:08","2024-04-09 11:14:21"
184820,104155,133573,,👍👍👍,1,[133573],1,"2024-04-09 11:14:13","2024-04-09 11:14:20"
184821,104155,133573,,👍👍👍,1,[133573],1,"2024-04-09 11:14:18","2024-04-09 11:14:20"
184908,104155,115154,,Enak nih lumpua sayur basah,0,,1,"2024-04-09 16:17:21","2024-04-09 16:17:21"
185434,104155,124358,,Lumpia sayur min,0,,1,"2024-04-10 09:07:48","2024-04-10 09:07:48"
185797,104155,129942,,👍👍👍👍,0,,1,"2024-04-10 22:10:45","2024-04-10 22:10:45"
185798,104155,129942,,Mksih,1,[104352],1,"2024-04-10 22:10:52","2024-04-12 15:17:43"
185799,104155,129942,,👍👍👍👍,1,[104352],1,"2024-04-10 22:11:06","2024-04-12 15:17:42"
185815,104155,134283,,Makasih,1,[104352],1,"2024-04-10 22:17:08","2024-04-12 15:17:41"
185816,104155,134283,,👍👍👍👍,1,[104352],1,"2024-04-10 22:17:17","2024-04-12 15:17:41"
